,stock_number,stock_id,stock_name,stock_pinyin,stock_abbr
2350,002675,sz002675,东诚药业,dongchengyaoye,dcyy
2351,002676,sz002676,顺威股份,shunweigufen,swgf
2352,002677,sz002677,浙江美大,zhejiangmeida,zjmd
2353,002678,sz002678,珠江钢琴,zhujianggangqin,zjgq
2354,002679,sz002679,福建金森,fujianjinsen,fjjs
2355,002680,sz002680,长生退,changshengtui,cst
2356,002681,sz002681,奋达科技,fendakeji,fdkj
2357,002682,sz002682,龙洲股份,longzhougufen,lzgf
2358,002683,sz002683,宏大爆破,hongdabaopo,hdbp
2360,002685,sz002685,华东重机,huadongzhongji,hdzj
2361,002686,sz002686,亿利达,yilida,yld
2362,002687,sz002687,乔治白,qiaozhibai,qzb
2363,002688,sz002688,金河生物,jinheshengwu,jhsw
2364,002689,sz002689,远大智能,yuandazhineng,ydzn
2365,002690,sz002690,美亚光电,meiyaguangdian,mygd
2366,002691,sz002691,冀凯股份,jikaigufen,jkgf
2367,002693,sz002693,双成药业,shuangchengyaoye,scyy
2368,002694,sz002694,顾地科技,gudikeji,gdkj
2369,002695,sz002695,煌上煌,huangshanghuang,hsh
2370,002696,sz002696,百洋股份,baiyanggufen,bygf
2371,002697,sz002697,红旗连锁,hongqiliansuo,hqls
2372,002698,sz002698,博实股份,boshigufen,bsgf
2374,002701,sz002701,奥瑞金,aoruijin,arj
2375,002702,sz002702,海欣食品,haixinshipin,hxsp
2376,002703,sz002703,浙江世宝,zhejiangshibao,zjsb
2377,002705,sz002705,新宝股份,xinbaogufen,xbgf
2378,002706,sz002706,良信股份,liangxingufen,lxgf
2379,002707,sz002707,众信旅游,zhongxinlvyou,zxly
2380,002708,sz002708,光洋股份,guangyanggufen,gygf
2381,002709,sz002709,天赐材料,tiancicailiao,tccl
2382,002711,sz002711,欧浦退,ouputui,opt
2383,002712,sz002712,思美传媒,simeichuanmei,smcm
2384,002713,sz002713,东易日盛,dongyirisheng,dyrs
2385,002714,sz002714,牧原股份,muyuangufen,mygf
2386,002715,sz002715,登云股份,dengyungufen,dygf
2387,002716,sz002716,金贵银业,jinguiyinye,jgyy
2388,002717,sz002717,岭南股份,lingnangufen,lngf
2389,002718,sz002718,友邦吊顶,youbangdiaoding,ybdd
2391,002722,sz002722,金轮股份,jinlungufen,jlgf
2392,002723,sz002723,金莱特,jinlaite,jlt
2393,002724,sz002724,海洋王,haiyangwang,hyw
2394,002725,sz002725,跃岭股份,yuelinggufen,ylgf
2395,002727,sz002727,一心堂,yixintang,yxt
2396,002728,sz002728,特一药业,teyiyaoye,tyyy
2397,002729,sz002729,好利科技,haolikeji,hlkj
2398,002730,sz002730,电光科技,dianguangkeji,dgkj
2399,002731,sz002731,萃华珠宝,cuihuazhubao,chzb
2400,002732,sz002732,燕塘乳业,yantangruye,ytry
2401,002733,sz002733,雄韬股份,xiongtaogufen,xtgf
2402,002734,sz002734,利民股份,limingufen,lmgf
2403,002735,sz002735,王子新材,wangzixincai,wzxc
2404,002736,sz002736,国信证券,guoxinzhengquan,gxzq
2405,002737,sz002737,葵花药业,kuihuayaoye,khyy
2406,002740,sz002740,爱迪尔,aidier,ade
2407,002741,sz002741,光华科技,guanghuakeji,ghkj
2408,002742,sz002742,三圣股份,sanshenggufen,ssgf
2409,002743,sz002743,富煌钢构,fuhuangganggou,fhgg
2410,002745,sz002745,木林森,mulinsen,mls
2411,002746,sz002746,仙坛股份,xiantangufen,xtgf
2412,002747,sz002747,埃斯顿,aisidun,asd
2413,002748,sz002748,世龙实业,shilongshiye,slsy
2414,002749,sz002749,国光股份,guoguanggufen,gggf
2415,002750,sz002750,龙津药业,longjinyaoye,ljyy
2416,002751,sz002751,易尚展示,yishangzhanshi,yszs
2417,002752,sz002752,昇兴股份,shengxinggufen,sxgf
2418,002753,sz002753,永东股份,yongdonggufen,ydgf
2419,002755,sz002755,奥赛康,aosaikang,ask
2420,002756,sz002756,永兴材料,yongxingcailiao,yxcl
2421,002757,sz002757,南兴股份,nanxinggufen,nxgf
2422,002758,sz002758,浙农股份,zhenonggufen,zngf
2423,002759,sz002759,天际股份,tianjigufen,tjgf
2424,002760,sz002760,凤形股份,fengxinggufen,fxgf
2425,002761,sz002761,浙江建投,zhejiangjiantou,zjjt
2426,002762,sz002762,金发拉比,jinfalabi,jflb
2427,002763,sz002763,汇洁股份,huijiegufen,hjgf
2429,002767,sz002767,先锋电子,xianfengdianzi,xfdz
2430,002768,sz002768,国恩股份,guoengufen,gegf
2431,002769,sz002769,普路通,pulutong,plt
2432,002771,sz002771,真视通,zhenshitong,zst
2433,002772,sz002772,众兴菌业,zhongxingjunye,zxjy
2434,002773,sz002773,康弘药业,kanghongyaoye,khyy
2435,002774,sz002774,快意电梯,kuaiyidianti,kydt
2436,002775,sz002775,文科园林,wenkeyuanlin,wkyl
2438,002777,sz002777,久远银海,jiuyuanyinhai,jyyh
2439,002778,sz002778,中晟高科,zhongchenggaoke,zcgk
2440,002779,sz002779,中坚科技,zhongjiankeji,zjkj
2441,002780,sz002780,三夫户外,sanfuhuwai,sfhw
2442,002781,sz002781,奇信股份,qixingufen,qxgf
2443,002782,sz002782,可立克,kelike,klk
2444,002783,sz002783,凯龙股份,kailonggufen,klgf
2445,002785,sz002785,万里石,wanlishi,wls
2446,002786,sz002786,银宝山新,yinbaoshanxin,ybsx
2447,002787,sz002787,华源控股,huayuankonggu,hykg
2448,002788,sz002788,鹭燕医药,luyanyiyao,lyyy
2449,002789,sz002789,建艺集团,jianyijituan,jyjt
2450,002790,sz002790,瑞尔特,ruierte,ret
2451,002791,sz002791,坚朗五金,jianlangwujin,jlwj
2452,002792,sz002792,通宇通讯,tongyutongxun,tytx
2453,002793,sz002793,罗欣药业,luoxinyaoye,lxyy
2454,002795,sz002795,永和智控,yonghezhikong,yhzk
2455,002796,sz002796,世嘉科技,shijiakeji,sjkj
2456,002797,sz002797,第一创业,diyichuangye,dycy
2457,002798,sz002798,帝欧家居,dioujiaju,dojj
2458,002800,sz002800,天顺股份,tianshungufen,tsgf
2459,002801,sz002801,微光股份,weiguanggufen,wggf
2460,002802,sz002802,洪汇新材,honghuixincai,hhxc
2461,002803,sz002803,吉宏股份,jihonggufen,jhgf
2462,002805,sz002805,丰元股份,fengyuangufen,fygf
2463,002806,sz002806,华锋股份,huafenggufen,hfgf
2464,002807,sz002807,江阴银行,jiangyinyinhang,jyyh
2465,002808,sz002808,恒久科技,hengjiukeji,hjkj
2466,002809,sz002809,红墙股份,hongqianggufen,hqgf
2467,002810,sz002810,山东赫达,shandongheda,sdhd
2468,002811,sz002811,郑中设计,zhengzhongsheji,zzsj
2469,002812,sz002812,恩捷股份,enjiegufen,ejgf
2470,002813,sz002813,路畅科技,luchangkeji,lckj
2471,002815,sz002815,崇达技术,chongdajishu,cdjs
2472,002816,sz002816,和科达,hekeda,hkd
2473,002817,sz002817,黄山胶囊,huangshanjiaonang,hsjn
2474,002818,sz002818,富森美,fusenmei,fsm
2475,002819,sz002819,东方中科,dongfangzhongke,dfzk
2476,002820,sz002820,桂发祥,guifaxiang,gfx
2477,002821,sz002821,凯莱英,kailaiying,kly
2478,002822,sz002822,中装建设,zhongzhuangjianshe,zzjs
2479,002823,sz002823,凯中精密,kaizhongjingmi,kzjm
2480,002824,sz002824,和胜股份,heshenggufen,hsgf
2481,002825,sz002825,纳尔股份,naergufen,negf
2482,002826,sz002826,易明医药,yimingyiyao,ymyy
2483,002827,sz002827,高争民爆,gaozhengminbao,gzmb
2484,002828,sz002828,贝肯能源,beikennengyuan,bkny
2485,002829,sz002829,星网宇达,xingwangyuda,xwyd
2486,002830,sz002830,名雕股份,mingdiaogufen,mdgf
2487,002831,sz002831,裕同科技,yutongkeji,ytkj
2488,002832,sz002832,比音勒芬,biyinleifen,bylf
2489,002833,sz002833,弘亚数控,hongyashukong,hysk
2490,002835,sz002835,同为股份,tongweigufen,twgf
2491,002836,sz002836,新宏泽,xinhongze,xhz
2492,002837,sz002837,英维克,yingweike,ywk
2493,002838,sz002838,道恩股份,daoengufen,degf
2494,002839,sz002839,张家港行,zhangjiagangxing,zjgx
2495,002840,sz002840,华统股份,huatonggufen,htgf
2496,002841,sz002841,视源股份,shiyuangufen,sygf
2497,002842,sz002842,翔鹭钨业,xiangluwuye,xlwy
2498,002843,sz002843,泰嘉股份,taijiagufen,tjgf
2499,002845,sz002845,同兴达,tongxingda,txd
2500,002846,sz002846,英联股份,yingliangufen,ylgf
2501,002847,sz002847,盐津铺子,yanjinpuzi,yjpz
2502,002848,sz002848,高斯贝尔,gaosibeier,gsbe
2503,002849,sz002849,威星智能,weixingzhineng,wxzn
2504,002850,sz002850,科达利,kedali,kdl
2505,002852,sz002852,道道全,daodaoquan,ddq
2506,002853,sz002853,皮阿诺,pianuo,pan
2507,002855,sz002855,捷荣技术,jierongjishu,jrjs
2508,002856,sz002856,美芝股份,meizhigufen,mzgf
2509,002858,sz002858,力盛赛车,lishengsaiche,lssc
2510,002859,sz002859,洁美科技,jiemeikeji,jmkj
2511,002860,sz002860,星帅尔,xingshuaier,xse
2512,002861,sz002861,瀛通通讯,yingtongtongxun,yttx
2513,002862,sz002862,实丰文化,shifengwenhua,sfwh
2514,002863,sz002863,今飞凯达,jinfeikaida,jfkd
2515,002864,sz002864,盘龙药业,panlongyaoye,plyy
2516,002865,sz002865,钧达股份,jundagufen,jdgf
2517,002867,sz002867,周大生,zhoudasheng,zds
2518,002868,sz002868,绿康生化,lvkangshenghua,lksh
2519,002869,sz002869,金溢科技,jinyikeji,jykj
2520,002871,sz002871,伟隆股份,weilonggufen,wlgf
2522,002873,sz002873,新天药业,xintianyaoye,xtyy
2523,002875,sz002875,安奈儿,annaier,ane
2524,002876,sz002876,三利谱,sanlipu,slp
2525,002877,sz002877,智能自控,zhinengzikong,znzk
2526,002878,sz002878,元隆雅图,yuanlongyatu,ylyt
2527,002879,sz002879,长缆科技,zhanglankeji,zlkj
2528,002880,sz002880,卫光生物,weiguangshengwu,wgsw
2529,002881,sz002881,美格智能,meigezhineng,mgzn
2530,002882,sz002882,金龙羽,jinlongyu,jly
2531,002883,sz002883,中设股份,zhongshegufen,zsgf
2532,002884,sz002884,凌霄泵业,lingxiaobengye,lxby
2533,002885,sz002885,京泉华,jingquanhua,jqh
2534,002886,sz002886,沃特股份,wotegufen,wtgf
2535,002887,sz002887,绿茵生态,lvyinshengtai,lyst
2536,002888,sz002888,惠威科技,huiweikeji,hwkj
2537,002889,sz002889,东方嘉盛,dongfangjiasheng,dfjs
2538,002890,sz002890,弘宇股份,hongyugufen,hygf
2539,002891,sz002891,中宠股份,zhongchonggufen,zcgf
2540,002892,sz002892,科力尔,kelier,kle
2541,002893,sz002893,华通热力,huatongreli,htrl
2542,002895,sz002895,川恒股份,chuanhenggufen,chgf
2543,002896,sz002896,中大力德,zhongdalide,zdld
2544,002897,sz002897,意华股份,yihuagufen,yhgf
2545,002898,sz002898,赛隆药业,sailongyaoye,slyy
2546,002899,sz002899,英派斯,yingpaisi,yps
2547,002900,sz002900,哈三联,hasanlian,hsl
2548,002901,sz002901,大博医疗,daboyiliao,dbyl
2549,002902,sz002902,铭普光磁,mingpuguangci,mpgc
2550,002903,sz002903,宇环数控,yuhuanshukong,yhsk
2551,002905,sz002905,金逸影视,jinyiyingshi,jyys
2552,002906,sz002906,华阳集团,huayangjituan,hyjt
2553,002907,sz002907,华森制药,huasenzhiyao,hszy
2554,002908,sz002908,德生科技,deshengkeji,dskj
2555,002909,sz002909,集泰股份,jitaigufen,jtgf
2556,002910,sz002910,庄园牧场,zhuangyuanmuchang,zymc
2557,002911,sz002911,佛燃能源,furannengyuan,frny
2558,002912,sz002912,中新赛克,zhongxinsaike,zxsk
2559,002913,sz002913,奥士康,aoshikang,ask
2560,002915,sz002915,中欣氟材,zhongxinfucai,zxfc
2561,002916,sz002916,深南电路,shennandianlu,sndl
2562,002917,sz002917,金奥博,jinaobo,jab
2563,002918,sz002918,蒙娜丽莎,mengnalisha,mnls
2564,002919,sz002919,名臣健康,mingchenjiankang,mcjk
2565,002920,sz002920,德赛西威,desaixiwei,dsxw
2566,002921,sz002921,联诚精密,lianchengjingmi,lcjm
2567,002922,sz002922,伊戈尔,yigeer,yge
2568,002923,sz002923,润都股份,rundougufen,rdgf
2569,002925,sz002925,盈趣科技,yingqukeji,yqkj
2570,002926,sz002926,华西证券,huaxizhengquan,hxzq
2571,002927,sz002927,泰永长征,taiyongchangzheng,tycz
2572,002928,sz002928,华夏航空,huaxiahangkong,hxhk
2573,002929,sz002929,润建股份,runjiangufen,rjgf
2574,300001,sz300001,特锐德,teruide,trd
2575,300002,sz300002,神州泰岳,shenzhoutaiyue,szty
2576,300003,sz300003,乐普医疗,lepuyiliao,lpyl
2577,300005,sz300005,探路者,tanluzhe,tlz
2578,300006,sz300006,莱美药业,laimeiyaoye,lmyy
2579,300007,sz300007,汉威科技,hanweikeji,hwkj
2580,300008,sz300008,天海防务,tianhaifangwu,thfw
2581,300009,sz300009,安科生物,ankeshengwu,aksw
2582,300010,sz300010,豆神教育,doushenjiaoyu,dsjy
2583,300011,sz300011,鼎汉技术,dinghanjishu,dhjs
2584,300012,sz300012,华测检测,huacejiance,hcjc
2585,300013,sz300013,新宁物流,xinningwuliu,xnwl
2586,300014,sz300014,亿纬锂能,yiweilineng,ywln
2587,300015,sz300015,爱尔眼科,aieryanke,aeyk
2588,300016,sz300016,北陆药业,beiluyaoye,blyy
2589,300017,sz300017,网宿科技,wangsukeji,wskj
2590,300018,sz300018,中元股份,zhongyuangufen,zygf
2591,300019,sz300019,硅宝科技,guibaokeji,gbkj
2592,300020,sz300020,银江技术,yinjiangjishu,yjjs
2593,300021,sz300021,大禹节水,dayujieshui,dyjs
2594,300022,sz300022,吉峰科技,jifengkeji,jfkj
2596,300024,sz300024,机器人,jiqiren,jqr
2597,300025,sz300025,华星创业,huaxingchuangye,hxcy
2598,300026,sz300026,红日药业,hongriyaoye,hryy
2599,300027,sz300027,华谊兄弟,huayixiongdi,hyxd
2600,300028,sz300028,金亚退,jinyatui,jyt
2602,300030,sz300030,阳普医疗,yangpuyiliao,ypyl
2603,300031,sz300031,宝通科技,baotongkeji,btkj
2604,300033,sz300033,同花顺,tonghuashun,ths
2605,300034,sz300034,钢研高纳,gangyangaona,gygn
2606,300035,sz300035,中科电气,zhongkedianqi,zkdq
2607,300036,sz300036,超图软件,chaoturuanjian,ctrj
2608,300037,sz300037,新宙邦,xinzhoubang,xzb
2609,300039,sz300039,上海凯宝,shanghaikaibao,shkb
2610,300040,sz300040,九洲集团,jiuzhoujituan,jzjt
2611,300041,sz300041,回天新材,huitianxincai,htxc
2612,300042,sz300042,朗科科技,langkekeji,lkkj
2613,300043,sz300043,星辉娱乐,xinghuiyule,xhyl
2615,300045,sz300045,华力创通,hualichuangtong,hlct
2616,300046,sz300046,台基股份,taijigufen,tjgf
2617,300047,sz300047,天源迪科,tianyuandike,tydk
2618,300048,sz300048,合康新能,hekangxinneng,hkxn
2619,300050,sz300050,世纪鼎利,shijidingli,sjdl
2621,300052,sz300052,中青宝,zhongqingbao,zqb
2622,300053,sz300053,欧比特,oubite,obt
2623,300054,sz300054,鼎龙股份,dinglonggufen,dlgf
2624,300055,sz300055,万邦达,wanbangda,wbd
2625,300057,sz300057,万顺新材,wanshunxincai,wsxc
2626,300058,sz300058,蓝色光标,lanseguangbiao,lsgb
2627,300059,sz300059,东方财富,dongfangcaifu,dfcf
2628,300061,sz300061,旗天科技,qitiankeji,qtkj
2629,300062,sz300062,中能电气,zhongnengdianqi,zndq
2630,300063,sz300063,天龙集团,tianlongjituan,tljt
2631,300065,sz300065,海兰信,hailanxin,hlx
2632,300066,sz300066,三川智慧,sanchuanzhihui,sczh
2633,300068,sz300068,南都电源,nandoudianyuan,nddy
2634,300069,sz300069,金利华电,jinlihuadian,jlhd
2635,300070,sz300070,碧水源,bishuiyuan,bsy
2636,300072,sz300072,三聚环保,sanjuhuanbao,sjhb
2637,300073,sz300073,当升科技,dangshengkeji,dskj
2638,300074,sz300074,华平股份,huapinggufen,hpgf
2639,300075,sz300075,数字政通,shuzizhengtong,szzt
2640,300076,sz300076,GQY视讯,GQYshixun,Gsx
2641,300077,sz300077,国民技术,guominjishu,gmjs
2642,300078,sz300078,思创医惠,sichuangyihui,scyh
2643,300079,sz300079,数码视讯,shumashixun,smsx
2644,300080,sz300080,易成新能,yichengxinneng,ycxn
2645,300081,sz300081,恒信东方,hengxindongfang,hxdf
2646,300082,sz300082,奥克股份,aokegufen,akgf
2647,300083,sz300083,创世纪,chuangshiji,csj
2648,300084,sz300084,海默科技,haimokeji,hmkj
2649,300085,sz300085,银之杰,yinzhijie,yzj
2650,300087,sz300087,荃银高科,quanyingaoke,qygk
2651,300088,sz300088,长信科技,changxinkeji,cxkj
2652,300092,sz300092,科新机电,kexinjidian,kxjd
2653,300093,sz300093,金刚玻璃,jingangboli,jgbl
2654,300094,sz300094,国联水产,guolianshuichan,glsc
2655,300095,sz300095,华伍股份,huawugufen,hwgf
2656,300096,sz300096,易联众,yilianzhong,ylz
2657,300097,sz300097,智云股份,zhiyungufen,zygf
2658,300098,sz300098,高新兴,gaoxinxing,gxx
2659,300099,sz300099,精准信息,jingzhunxinxi,jzxx
2660,300100,sz300100,双林股份,shuanglingufen,slgf
2661,300101,sz300101,振芯科技,zhenxinkeji,zxkj
2662,300102,sz300102,乾照光电,ganzhaoguangdian,gzgd
2663,300105,sz300105,龙源技术,longyuanjishu,lyjs
2664,300106,sz300106,西部牧业,xibumuye,xbmy
2665,300107,sz300107,建新股份,jianxingufen,jxgf
2666,300108,sz300108,吉药控股,jiyaokonggu,jykg
2667,300109,sz300109,新开源,xinkaiyuan,xky
2668,300110,sz300110,华仁药业,huarenyaoye,hryy
2669,300111,sz300111,向日葵,xiangrikui,xrk
2670,300112,sz300112,万讯自控,wanxunzikong,wxzk
2671,300113,sz300113,顺网科技,shunwangkeji,swkj
2672,300114,sz300114,中航电测,zhonghangdiance,zhdc
2673,300115,sz300115,长盈精密,zhangyingjingmi,zyjm
2674,300117,sz300117,嘉寓股份,jiayugufen,jygf
2675,300118,sz300118,东方日升,dongfangrisheng,dfrs
2676,300119,sz300119,瑞普生物,ruipushengwu,rpsw
2677,300120,sz300120,经纬辉开,jingweihuikai,jwhk
2678,300121,sz300121,阳谷华泰,yangguhuatai,yght
2679,300122,sz300122,智飞生物,zhifeishengwu,zfsw
2680,300123,sz300123,亚光科技,yaguangkeji,ygkj
2681,300124,sz300124,汇川技术,huichuanjishu,hcjs
2682,300125,sz300125,聆达股份,lingdagufen,ldgf
2683,300126,sz300126,锐奇股份,ruiqigufen,rqgf
2684,300127,sz300127,银河磁体,yinheciti,yhct
2685,300129,sz300129,泰胜风能,taishengfengneng,tsfn
2686,300130,sz300130,新国都,xinguodu,xgd
2687,300131,sz300131,英唐智控,yingtangzhikong,ytzk
2688,300132,sz300132,青松股份,qingsonggufen,qsgf
2689,300133,sz300133,华策影视,huaceyingshi,hcys
2690,300135,sz300135,宝利国际,baoliguoji,blgj
2691,300136,sz300136,信维通信,xinweitongxin,xwtx
2692,300137,sz300137,先河环保,xianhehuanbao,xhhb
2693,300138,sz300138,晨光生物,chenguangshengwu,cgsw
2694,300139,sz300139,晓程科技,xiaochengkeji,xckj
2695,300140,sz300140,中环装备,zhonghuanzhuangbei,zhzb
2696,300141,sz300141,和顺电气,heshundianqi,hsdq
2697,300142,sz300142,沃森生物,wosenshengwu,wssw
2698,300143,sz300143,盈康生命,yingkangshengming,yksm
2699,300144,sz300144,宋城演艺,songchengyanyi,scyy
2700,300145,sz300145,中金环境,zhongjinhuanjing,zjhj
2701,300147,sz300147,香雪制药,xiangxuezhiyao,xxzy
2702,300148,sz300148,天舟文化,tianzhouwenhua,tzwh
2703,300149,sz300149,睿智医药,ruizhiyiyao,rzyy
2704,300150,sz300150,世纪瑞尔,shijiruier,sjre
2705,300151,sz300151,昌红科技,changhongkeji,chkj
2706,300152,sz300152,科融环境,keronghuanjing,krhj
2707,300153,sz300153,科泰电源,ketaidianyuan,ktdy
2708,300154,sz300154,瑞凌股份,ruilinggufen,rlgf
2709,300155,sz300155,安居宝,anjubao,ajb
2710,300157,sz300157,恒泰艾普,hengtaiaipu,htap
2711,300158,sz300158,振东制药,zhendongzhiyao,zdzy
2712,300160,sz300160,秀强股份,xiuqianggufen,xqgf
2713,300161,sz300161,华中数控,huazhongshukong,hzsk
2714,300162,sz300162,雷曼光电,leimanguangdian,lmgd
2715,300163,sz300163,先锋新材,xianfengxincai,xfxc
2716,300164,sz300164,通源石油,tongyuanshiyou,tysy
2717,300165,sz300165,天瑞仪器,tianruiyiqi,tryq
2718,300166,sz300166,东方国信,dongfangguoxin,dfgx
2719,300167,sz300167,迪威迅,diweixun,dwx
2720,300168,sz300168,万达信息,wandaxinxi,wdxx
2721,300169,sz300169,天晟新材,tianchengxincai,tcxc
2722,300170,sz300170,汉得信息,handexinxi,hdxx
2723,300171,sz300171,东富龙,dongfulong,dfl
2724,300172,sz300172,中电环保,zhongdianhuanbao,zdhb
2725,300174,sz300174,元力股份,yuanligufen,ylgf
2726,300175,sz300175,朗源股份,langyuangufen,lygf
2727,300176,sz300176,派生科技,paishengkeji,pskj
2728,300177,sz300177,中海达,zhonghaida,zhd
2730,300179,sz300179,四方达,sifangda,sfd
2731,300180,sz300180,华峰超纤,huafengchaoxian,hfcx
2732,300181,sz300181,佐力药业,zuoliyaoye,zlyy
2733,300182,sz300182,捷成股份,jiechenggufen,jcgf
2734,300183,sz300183,东软载波,dongruanzaibo,drzb
2735,300184,sz300184,力源信息,liyuanxinxi,lyxx
2736,300185,sz300185,通裕重工,tongyuzhonggong,tyzg
2737,300187,sz300187,永清环保,yongqinghuanbao,yqhb
2738,300188,sz300188,美亚柏科,meiyabaike,mybk
2739,300189,sz300189,神农科技,shennongkeji,snkj
2740,300190,sz300190,维尔利,weierli,wel
2741,300191,sz300191,潜能恒信,qiannenghengxin,qnhx
2742,300192,sz300192,科德教育,kedejiaoyu,kdjy
2743,300193,sz300193,佳士科技,jiashikeji,jskj
2744,300194,sz300194,福安药业,fuanyaoye,fayy
2745,300195,sz300195,长荣股份,changronggufen,crgf
2746,300196,sz300196,长海股份,changhaigufen,chgf
2747,300197,sz300197,节能铁汉,jienengtiehan,jnth
2748,300199,sz300199,翰宇药业,hanyuyaoye,hyyy
2749,300200,sz300200,高盟新材,gaomengxincai,gmxc
2750,300201,sz300201,海伦哲,hailunzhe,hlz
2752,300203,sz300203,聚光科技,juguangkeji,jgkj
2753,300204,sz300204,舒泰神,shutaishen,sts
2754,300205,sz300205,天喻信息,tianyuxinxi,tyxx
2755,300206,sz300206,理邦仪器,libangyiqi,lbyq
2756,300207,sz300207,欣旺达,xinwangda,xwd
2757,300208,sz300208,青岛中程,qingdaozhongcheng,qdzc
2758,300209,sz300209,天泽信息,tianzexinxi,tzxx
2759,300210,sz300210,森远股份,senyuangufen,sygf
2760,300211,sz300211,亿通科技,yitongkeji,ytkj
2761,300212,sz300212,易华录,yihualu,yhl
2762,300213,sz300213,佳讯飞鸿,jiaxunfeihong,jxfh
2763,300214,sz300214,日科化学,rikehuaxue,rkhx
2764,300215,sz300215,电科院,diankeyuan,dky
2765,300216,sz300216,千山退,qianshantui,qst
2766,300217,sz300217,东方电热,dongfangdianre,dfdr
2767,300218,sz300218,安利股份,anligufen,algf
2768,300219,sz300219,鸿利智汇,honglizhihui,hlzh
2769,300220,sz300220,金运激光,jinyunjiguang,jyjg
2770,300221,sz300221,银禧科技,yinxikeji,yxkj
2771,300222,sz300222,科大智能,kedazhineng,kdzn
2772,300223,sz300223,北京君正,beijingjunzheng,bjjz
2773,300224,sz300224,正海磁材,zhenghaicicai,zhcc
2774,300226,sz300226,上海钢联,shanghaiganglian,shgl
2775,300227,sz300227,光韵达,guangyunda,gyd
2776,300228,sz300228,富瑞特装,furuitezhuang,frtz
2777,300229,sz300229,拓尔思,taersi,tes
2778,300230,sz300230,永利股份,yongligufen,ylgf
2779,300231,sz300231,银信科技,yinxinkeji,yxkj
2780,300232,sz300232,洲明科技,zhoumingkeji,zmkj
2781,300233,sz300233,金城医药,jinchengyiyao,jcyy
2782,300234,sz300234,开尔新材,kaierxincai,kexc
2783,300235,sz300235,方直科技,fangzhikeji,fzkj
2784,300236,sz300236,上海新阳,shanghaixinyang,shxy
2785,300237,sz300237,美晨生态,meichenshengtai,mcst
2786,300239,sz300239,东宝生物,dongbaoshengwu,dbsw
2787,300241,sz300241,瑞丰光电,ruifengguangdian,rfgd
2788,300242,sz300242,佳云科技,jiayunkeji,jykj
2789,300243,sz300243,瑞丰高材,ruifenggaocai,rfgc
2790,300244,sz300244,迪安诊断,dianzhenduan,dazd
2791,300245,sz300245,天玑科技,tianjikeji,tjkj
2792,300246,sz300246,宝莱特,baolaite,blt
2793,300247,sz300247,融捷健康,rongjiejiankang,rjjk
2794,300248,sz300248,新开普,xinkaipu,xkp
2795,300249,sz300249,依米康,yimikang,ymk
2796,300250,sz300250,初灵信息,chulingxinxi,clxx
2797,300251,sz300251,光线传媒,guangxianchuanmei,gxcm
2798,300252,sz300252,金信诺,jinxinnuo,jxn
2799,300253,sz300253,卫宁健康,weiningjiankang,wnjk
2800,300254,sz300254,仟源医药,qianyuanyiyao,qyyy
2801,300255,sz300255,常山药业,changshanyaoye,csyy
2803,300257,sz300257,开山股份,kaishangufen,ksgf
2804,300258,sz300258,精锻科技,jingduankeji,jdkj
2805,300259,sz300259,新天科技,xintiankeji,xtkj
2806,300260,sz300260,新莱应材,xinlaiyingcai,xlyc
2807,300261,sz300261,雅本化学,yabenhuaxue,ybhx
2808,300262,sz300262,巴安水务,baanshuiwu,basw
2809,300263,sz300263,隆华科技,longhuakeji,lhkj
2810,300264,sz300264,佳创视讯,jiachuangshixun,jcsx
2811,300265,sz300265,通光线缆,tongguangxianlan,tgxl
2812,300267,sz300267,尔康制药,erkangzhiyao,ekzy
2813,300268,sz300268,佳沃食品,jiawoshipin,jwsp
2815,300270,sz300270,中威电子,zhongweidianzi,zwdz
2816,300271,sz300271,华宇软件,huayuruanjian,hyrj
2817,300272,sz300272,开能健康,kainengjiankang,knjk
2818,300273,sz300273,和佳医疗,hejiayiliao,hjyl
2819,300274,sz300274,阳光电源,yangguangdianyuan,ygdy
2820,300275,sz300275,梅安森,meiansen,mas
2821,300276,sz300276,三丰智能,sanfengzhineng,sfzn
2822,300277,sz300277,海联讯,hailianxun,hlx
2823,300279,sz300279,和晶科技,hejingkeji,hjkj
2824,300281,sz300281,金明精机,jinmingjingji,jmjj
2825,300282,sz300282,三盛教育,sanshengjiaoyu,ssjy
2826,300283,sz300283,温州宏丰,wenzhouhongfeng,wzhf
2827,300284,sz300284,苏交科,sujiaoke,sjk
2828,300286,sz300286,安科瑞,ankerui,akr
2829,300287,sz300287,飞利信,feilixin,flx
2830,300288,sz300288,朗玛信息,langmaxinxi,lmxx
2831,300289,sz300289,利德曼,lideman,ldm
2832,300291,sz300291,华录百纳,hualubaina,hlbn
2833,300292,sz300292,吴通控股,wutongkonggu,wtkg
2834,300293,sz300293,蓝英装备,lanyingzhuangbei,lyzb
2835,300294,sz300294,博雅生物,boyashengwu,bysw
2836,300295,sz300295,三六五网,sanliuwuwang,slww
2837,300296,sz300296,利亚德,liyade,lyd
2838,300297,sz300297,蓝盾股份,landungufen,ldgf
2839,300298,sz300298,三诺生物,sannuoshengwu,snsw
2840,300299,sz300299,富春股份,fuchungufen,fcgf
2841,300300,sz300300,海峡创新,haixiachuangxin,hxcx
2842,300301,sz300301,长方集团,changfangjituan,cfjt
2843,300302,sz300302,同有科技,tongyoukeji,tykj
2844,300303,sz300303,聚飞光电,jufeiguangdian,jfgd
